"Eastern Date Hour","Zone Name","DAM Forecast Load","GMT Start Hour"
"2019/04/09 12:00:00","N.Y.C.","5964","16"
"2019/04/09 12:00:00","NORTH","582","16"
"2019/04/09 12:00:00","WEST","1640","16"
"2019/04/09 13:00:00","CAPITL","1189","17"
"2019/04/09 13:00:00","CENTRL","1697","17"
"2019/04/09 13:00:00","DUNWOD","631","17"
"2019/04/09 13:00:00","GENESE","1057","17"
"2019/04/09 13:00:00","HUD VL","957","17"
"2019/04/09 13:00:00","LONGIL","2025","17"
"2019/04/09 13:00:00","MHK VL","716","17"
"2019/04/09 13:00:00","MILLWD","284","17"
"2019/04/09 13:00:00","N.Y.C.","5952","17"
"2019/04/09 13:00:00","NORTH","577","17"
"2019/04/09 13:00:00","WEST","1640","17"
"2019/04/09 14:00:00","CAPITL","1176","18"
"2019/04/09 14:00:00","CENTRL","1672","18"
"2019/04/09 14:00:00","DUNWOD","625","18"
"2019/04/09 14:00:00","GENESE","1043","18"
"2019/04/09 14:00:00","HUD VL","946","18"
"2019/04/09 14:00:00","LONGIL","2014","18"
"2019/04/09 14:00:00","MHK VL","703","18"
"2019/04/09 14:00:00","MILLWD","281","18"
"2019/04/09 14:00:00","N.Y.C.","5923","18"
"2019/04/09 14:00:00","NORTH","572","18"
"2019/04/09 14:00:00","WEST","1621","18"
"2019/04/09 15:00:00","CAPITL","1165","19"
"2019/04/09 15:00:00","CENTRL","1648","19"
"2019/04/09 15:00:00","DUNWOD","622","19"
"2019/04/09 15:00:00","GENESE","1031","19"
"2019/04/09 15:00:00","HUD VL","935","19"
"2019/04/09 15:00:00","LONGIL","2014","19"
"2019/04/09 15:00:00","MHK VL","692","19"
"2019/04/09 15:00:00","MILLWD","280","19"
"2019/04/09 15:00:00","N.Y.C.","5918","19"
"2019/04/09 15:00:00","NORTH","568","19"
"2019/04/09 15:00:00","WEST","1599","19"
"2019/04/09 16:00:00","CAPITL","1174","20"
"2019/04/09 16:00:00","CENTRL","1646","20"
"2019/04/09 16:00:00","DUNWOD","623","20"
"2019/04/09 16:00:00","GENESE","1026","20"
"2019/04/09 16:00:00","HUD VL","937","20"
"2019/04/09 16:00:00","LONGIL","2044","20"
"2019/04/09 16:00:00","MHK VL","698","20"
"2019/04/09 16:00:00","MILLWD","282","20"
"2019/04/09 16:00:00","N.Y.C.","5922","20"
"2019/04/09 16:00:00","NORTH","569","20"
"2019/04/09 16:00:00","WEST","1593","20"
"2019/04/09 17:00:00","CAPITL","1201","21"
"2019/04/09 17:00:00","CENTRL","1660","21"
"2019/04/09 17:00:00","DUNWOD","624","21"
"2019/04/09 17:00:00","GENESE","1033","21"
"2019/04/09 17:00:00","HUD VL","953","21"
"2019/04/09 17:00:00","LONGIL","2086","21"
"2019/04/09 17:00:00","MHK VL","714","21"
"2019/04/09 17:00:00","MILLWD","288","21"
"2019/04/09 17:00:00","N.Y.C.","5891","21"
"2019/04/09 17:00:00","NORTH","574","21"
"2019/04/09 17:00:00","WEST","1590","21"
"2019/04/09 18:00:00","CAPITL","1225","22"
"2019/04/09 18:00:00","CENTRL","1682","22"
"2019/04/09 18:00:00","DUNWOD","632","22"
"2019/04/09 18:00:00","GENESE","1041","22"
"2019/04/09 18:00:00","HUD VL","972","22"
"2019/04/09 18:00:00","LONGIL","2149","22"
"2019/04/09 18:00:00","MHK VL","731","22"
"2019/04/09 18:00:00","MILLWD","299","22"
"2019/04/09 18:00:00","N.Y.C.","5755","22"
"2019/04/09 18:00:00","NORTH","579","22"
"2019/04/09 18:00:00","WEST","1592","22"
"2019/04/09 19:00:00","CAPITL","1261","23"
"2019/04/09 19:00:00","CENTRL","1727","23"
"2019/04/09 19:00:00","DUNWOD","656","23"
"2019/04/09 19:00:00","GENESE","1063","23"
"2019/04/09 19:00:00","HUD VL","1017","23"
"2019/04/09 19:00:00","LONGIL","2251","23"
"2019/04/09 19:00:00","MHK VL","757","23"
"2019/04/09 19:00:00","MILLWD","311","23"
"2019/04/09 19:00:00","N.Y.C.","5733","23"
"2019/04/09 19:00:00","NORTH","586","23"
"2019/04/09 19:00:00","WEST","1614","23"
"2019/04/09 20:00:00","CAPITL","1278","0"
"2019/04/09 20:00:00","CENTRL","1772","0"
"2019/04/09 20:00:00","DUNWOD","664","0"
"2019/04/09 20:00:00","GENESE","1099","0"
"2019/04/09 20:00:00","HUD VL","1045","0"
"2019/04/09 20:00:00","LONGIL","2298","0"
"2019/04/09 20:00:00","MHK VL","767","0"
"2019/04/09 20:00:00","MILLWD","314","0"
"2019/04/09 20:00:00","N.Y.C.","5701","0"
"2019/04/09 20:00:00","NORTH","590","0"
"2019/04/09 20:00:00","WEST","1662","0"
"2019/04/09 21:00:00","CAPITL","1210","1"
"2019/04/09 21:00:00","CENTRL","1695","1"
"2019/04/09 21:00:00","DUNWOD","629","1"
"2019/04/09 21:00:00","GENESE","1056","1"
"2019/04/09 21:00:00","HUD VL","992","1"
"2019/04/09 21:00:00","LONGIL","2183","1"
"2019/04/09 21:00:00","MHK VL","719","1"
"2019/04/09 21:00:00","MILLWD","296","1"
"2019/04/09 21:00:00","N.Y.C.","5498","1"
"2019/04/09 21:00:00","NORTH","573","1"
"2019/04/09 21:00:00","WEST","1631","1"
"2019/04/09 22:00:00","CAPITL","1112","2"
"2019/04/09 22:00:00","CENTRL","1571","2"
"2019/04/09 22:00:00","DUNWOD","574","2"
"2019/04/09 22:00:00","GENESE","979","2"
"2019/04/09 22:00:00","HUD VL","902","2"
"2019/04/09 22:00:00","LONGIL","1996","2"
"2019/04/09 22:00:00","MHK VL","654","2"
"2019/04/09 22:00:00","MILLWD","268","2"
"2019/04/09 22:00:00","N.Y.C.","5193","2"
"2019/04/09 22:00:00","NORTH","548","2"
"2019/04/09 22:00:00","WEST","1552","2"
"2019/04/09 23:00:00","CAPITL","1025","3"
"2019/04/09 23:00:00","CENTRL","1458","3"
"2019/04/09 23:00:00","DUNWOD","517","3"
"2019/04/09 23:00:00","GENESE","908","3"
"2019/04/09 23:00:00","HUD VL","814","3"
"2019/04/09 23:00:00","LONGIL","1802","3"
"2019/04/09 23:00:00","MHK VL","598","3"
"2019/04/09 23:00:00","MILLWD","237","3"
"2019/04/09 23:00:00","N.Y.C.","4808","3"
"2019/04/09 23:00:00","NORTH","529","3"
"2019/04/09 23:00:00","WEST","1462","3"
"2019/04/10 00:00:00","CAPITL","980","4"
"2019/04/10 00:00:00","CENTRL","1396","4"
"2019/04/10 00:00:00","DUNWOD","484","4"
"2019/04/10 00:00:00","GENESE","849","4"
"2019/04/10 00:00:00","HUD VL","780","4"
"2019/04/10 00:00:00","LONGIL","1655","4"
"2019/04/10 00:00:00","MHK VL","580","4"
"2019/04/10 00:00:00","MILLWD","213","4"
"2019/04/10 00:00:00","N.Y.C.","4495","4"
"2019/04/10 00:00:00","NORTH","514","4"
"2019/04/10 00:00:00","WEST","1393","4"
"2019/04/10 01:00:00","CAPITL","953","5"
"2019/04/10 01:00:00","CENTRL","1367","5"
"2019/04/10 01:00:00","DUNWOD","463","5"
"2019/04/10 01:00:00","GENESE","821","5"
"2019/04/10 01:00:00","HUD VL","752","5"
"2019/04/10 01:00:00","LONGIL","1579","5"
"2019/04/10 01:00:00","MHK VL","564","5"
"2019/04/10 01:00:00","MILLWD","202","5"
"2019/04/10 01:00:00","N.Y.C.","4263","5"
"2019/04/10 01:00:00","NORTH","512","5"
"2019/04/10 01:00:00","WEST","1358","5"
"2019/04/10 02:00:00","CAPITL","939","6"
"2019/04/10 02:00:00","CENTRL","1344","6"
"2019/04/10 02:00:00","DUNWOD","451","6"
"2019/04/10 02:00:00","GENESE","807","6"
"2019/04/10 02:00:00","HUD VL","737","6"
"2019/04/10 02:00:00","LONGIL","1534","6"
"2019/04/10 02:00:00","MHK VL","555","6"
"2019/04/10 02:00:00","MILLWD","197","6"
"2019/04/10 02:00:00","N.Y.C.","4119","6"
"2019/04/10 02:00:00","NORTH","511","6"
"2019/04/10 02:00:00","WEST","1340","6"
"2019/04/10 03:00:00","CAPITL","939","7"
"2019/04/10 03:00:00","CENTRL","1338","7"
"2019/04/10 03:00:00","DUNWOD","444","7"
"2019/04/10 03:00:00","GENESE","808","7"
"2019/04/10 03:00:00","HUD VL","733","7"
"2019/04/10 03:00:00","LONGIL","1517","7"
"2019/04/10 03:00:00","MHK VL","555","7"
"2019/04/10 03:00:00","MILLWD","196","7"
"2019/04/10 03:00:00","N.Y.C.","4051","7"
"2019/04/10 03:00:00","NORTH","511","7"
"2019/04/10 03:00:00","WEST","1334","7"
"2019/04/10 04:00:00","CAPITL","961","8"
"2019/04/10 04:00:00","CENTRL","1373","8"
"2019/04/10 04:00:00","DUNWOD","452","8"
"2019/04/10 04:00:00","GENESE","832","8"
"2019/04/10 04:00:00","HUD VL","744","8"
"2019/04/10 04:00:00","LONGIL","1548","8"
"2019/04/10 04:00:00","MHK VL","577","8"
"2019/04/10 04:00:00","MILLWD","201","8"
"2019/04/10 04:00:00","N.Y.C.","4067","8"
"2019/04/10 04:00:00","NORTH","517","8"
"2019/04/10 04:00:00","WEST","1357","8"
"2019/04/10 05:00:00","CAPITL","1030","9"
"2019/04/10 05:00:00","CENTRL","1485","9"
"2019/04/10 05:00:00","DUNWOD","486","9"
"2019/04/10 05:00:00","GENESE","906","9"
"2019/04/10 05:00:00","HUD VL","793","9"
"2019/04/10 05:00:00","LONGIL","1658","9"
"2019/04/10 05:00:00","MHK VL","640","9"
"2019/04/10 05:00:00","MILLWD","221","9"
"2019/04/10 05:00:00","N.Y.C.","4280","9"
"2019/04/10 05:00:00","NORTH","539","9"
"2019/04/10 05:00:00","WEST","1434","9"
"2019/04/10 06:00:00","CAPITL","1156","10"
"2019/04/10 06:00:00","CENTRL","1671","10"
"2019/04/10 06:00:00","DUNWOD","555","10"
"2019/04/10 06:00:00","GENESE","1020","10"
"2019/04/10 06:00:00","HUD VL","881","10"
"2019/04/10 06:00:00","LONGIL","1849","10"
"2019/04/10 06:00:00","MHK VL","744","10"
"2019/04/10 06:00:00","MILLWD","254","10"
"2019/04/10 06:00:00","N.Y.C.","4765","10"
"2019/04/10 06:00:00","NORTH","572","10"
"2019/04/10 06:00:00","WEST","1565","10"
"2019/04/10 07:00:00","CAPITL","1232","11"
"2019/04/10 07:00:00","CENTRL","1766","11"
"2019/04/10 07:00:00","DUNWOD","612","11"
"2019/04/10 07:00:00","GENESE","1080","11"
"2019/04/10 07:00:00","HUD VL","940","11"
"2019/04/10 07:00:00","LONGIL","1985","11"
"2019/04/10 07:00:00","MHK VL","800","11"
"2019/04/10 07:00:00","MILLWD","275","11"
"2019/04/10 07:00:00","N.Y.C.","5292","11"
"2019/04/10 07:00:00","NORTH","589","11"
"2019/04/10 07:00:00","WEST","1638","11"
"2019/04/10 08:00:00","CAPITL","1241","12"
"2019/04/10 08:00:00","CENTRL","1787","12"
"2019/04/10 08:00:00","DUNWOD","627","12"
"2019/04/10 08:00:00","GENESE","1104","12"
"2019/04/10 08:00:00","HUD VL","962","12"
"2019/04/10 08:00:00","LONGIL","2021","12"
"2019/04/10 08:00:00","MHK VL","810","12"
"2019/04/10 08:00:00","MILLWD","278","12"
"2019/04/10 08:00:00","N.Y.C.","5634","12"
"2019/04/10 08:00:00","NORTH","589","12"
"2019/04/10 08:00:00","WEST","1671","12"
"2019/04/10 09:00:00","CAPITL","1234","13"
"2019/04/10 09:00:00","CENTRL","1788","13"
"2019/04/10 09:00:00","DUNWOD","632","13"
"2019/04/10 09:00:00","GENESE","1111","13"
"2019/04/10 09:00:00","HUD VL","964","13"
"2019/04/10 09:00:00","LONGIL","2009","13"
"2019/04/10 09:00:00","MHK VL","808","13"
"2019/04/10 09:00:00","MILLWD","276","13"
"2019/04/10 09:00:00","N.Y.C.","5826","13"
"2019/04/10 09:00:00","NORTH","586","13"
"2019/04/10 09:00:00","WEST","1685","13"
"2019/04/10 10:00:00","CAPITL","1230","14"
"2019/04/10 10:00:00","CENTRL","1789","14"
"2019/04/10 10:00:00","DUNWOD","634","14"
"2019/04/10 10:00:00","GENESE","1117","14"
"2019/04/10 10:00:00","HUD VL","963","14"
"2019/04/10 10:00:00","LONGIL","1993","14"
"2019/04/10 10:00:00","MHK VL","805","14"
"2019/04/10 10:00:00","MILLWD","274","14"
"2019/04/10 10:00:00","N.Y.C.","5883","14"
"2019/04/10 10:00:00","NORTH","583","14"
"2019/04/10 10:00:00","WEST","1698","14"
"2019/04/10 11:00:00","CAPITL","1222","15"
"2019/04/10 11:00:00","CENTRL","1772","15"
"2019/04/10 11:00:00","DUNWOD","628","15"
"2019/04/10 11:00:00","GENESE","1111","15"
"2019/04/10 11:00:00","HUD VL","951","15"
"2019/04/10 11:00:00","LONGIL","1977","15"
"2019/04/10 11:00:00","MHK VL","792","15"
"2019/04/10 11:00:00","MILLWD","272","15"
"2019/04/10 11:00:00","N.Y.C.","5890","15"
"2019/04/10 11:00:00","NORTH","580","15"
"2019/04/10 11:00:00","WEST","1693","15"
"2019/04/10 12:00:00","CAPITL","1207","16"
"2019/04/10 12:00:00","CENTRL","1747","16"
"2019/04/10 12:00:00","DUNWOD","622","16"
"2019/04/10 12:00:00","GENESE","1099","16"
"2019/04/10 12:00:00","HUD VL","932","16"
"2019/04/10 12:00:00","LONGIL","1941","16"
"2019/04/10 12:00:00","MHK VL","778","16"
"2019/04/10 12:00:00","MILLWD","268","16"
"2019/04/10 12:00:00","N.Y.C.","5877","16"
"2019/04/10 12:00:00","NORTH","577","16"
"2019/04/10 12:00:00","WEST","1674","16"
"2019/04/10 13:00:00","CAPITL","1198","17"
"2019/04/10 13:00:00","CENTRL","1730","17"
"2019/04/10 13:00:00","DUNWOD","618","17"
"2019/04/10 13:00:00","GENESE","1093","17"
"2019/04/10 13:00:00","HUD VL","924","17"
"2019/04/10 13:00:00","LONGIL","1919","17"
"2019/04/10 13:00:00","MHK VL","768","17"
"2019/04/10 13:00:00","MILLWD","266","17"
"2019/04/10 13:00:00","N.Y.C.","5856","17"
"2019/04/10 13:00:00","NORTH","572","17"
"2019/04/10 13:00:00","WEST","1673","17"
"2019/04/10 14:00:00","CAPITL","1185","18"
"2019/04/10 14:00:00","CENTRL","1704","18"
"2019/04/10 14:00:00","DUNWOD","613","18"
"2019/04/10 14:00:00","GENESE","1079","18"
"2019/04/10 14:00:00","HUD VL","920","18"
"2019/04/10 14:00:00","LONGIL","1916","18"
"2019/04/10 14:00:00","MHK VL","754","18"
"2019/04/10 14:00:00","MILLWD","264","18"
"2019/04/10 14:00:00","N.Y.C.","5823","18"
"2019/04/10 14:00:00","NORTH","567","18"
"2019/04/10 14:00:00","WEST","1655","18"
"2019/04/10 15:00:00","CAPITL","1178","19"
"2019/04/10 15:00:00","CENTRL","1684","19"
"2019/04/10 15:00:00","DUNWOD","614","19"
"2019/04/10 15:00:00","GENESE","1067","19"
"2019/04/10 15:00:00","HUD VL","919","19"
"2019/04/10 15:00:00","LONGIL","1929","19"
"2019/04/10 15:00:00","MHK VL","745","19"
"2019/04/10 15:00:00","MILLWD","265","19"
"2019/04/10 15:00:00","N.Y.C.","5822","19"
"2019/04/10 15:00:00","NORTH","563","19"
"2019/04/10 15:00:00","WEST","1631","19"
"2019/04/10 16:00:00","CAPITL","1192","20"
"2019/04/10 16:00:00","CENTRL","1685","20"
"2019/04/10 16:00:00","DUNWOD","619","20"
"2019/04/10 16:00:00","GENESE","1060","20"
"2019/04/10 16:00:00","HUD VL","933","20"
"2019/04/10 16:00:00","LONGIL","1974","20"
"2019/04/10 16:00:00","MHK VL","752","20"
"2019/04/10 16:00:00","MILLWD","270","20"
"2019/04/10 16:00:00","N.Y.C.","5840","20"
"2019/04/10 16:00:00","NORTH","565","20"
"2019/04/10 16:00:00","WEST","1623","20"
"2019/04/10 17:00:00","CAPITL","1223","21"
"2019/04/10 17:00:00","CENTRL","1699","21"
"2019/04/10 17:00:00","DUNWOD","625","21"
"2019/04/10 17:00:00","GENESE","1061","21"
"2019/04/10 17:00:00","HUD VL","954","21"
"2019/04/10 17:00:00","LONGIL","2034","21"
"2019/04/10 17:00:00","MHK VL","766","21"
"2019/04/10 17:00:00","MILLWD","279","21"
"2019/04/10 17:00:00","N.Y.C.","5835","21"
"2019/04/10 17:00:00","NORTH","571","21"
"2019/04/10 17:00:00","WEST","1619","21"
"2019/04/10 18:00:00","CAPITL","1243","22"
"2019/04/10 18:00:00","CENTRL","1719","22"
"2019/04/10 18:00:00","DUNWOD","633","22"
"2019/04/10 18:00:00","GENESE","1063","22"
"2019/04/10 18:00:00","HUD VL","975","22"
"2019/04/10 18:00:00","LONGIL","2105","22"
"2019/04/10 18:00:00","MHK VL","778","22"
"2019/04/10 18:00:00","MILLWD","290","22"
"2019/04/10 18:00:00","N.Y.C.","5704","22"
"2019/04/10 18:00:00","NORTH","575","22"
"2019/04/10 18:00:00","WEST","1615","22"
"2019/04/10 19:00:00","CAPITL","1279","23"
"2019/04/10 19:00:00","CENTRL","1764","23"
"2019/04/10 19:00:00","DUNWOD","656","23"
"2019/04/10 19:00:00","GENESE","1082","23"
"2019/04/10 19:00:00","HUD VL","1019","23"
"2019/04/10 19:00:00","LONGIL","2210","23"
"2019/04/10 19:00:00","MHK VL","802","23"
"2019/04/10 19:00:00","MILLWD","302","23"
"2019/04/10 19:00:00","N.Y.C.","5688","23"
"2019/04/10 19:00:00","NORTH","583","23"
"2019/04/10 19:00:00","WEST","1635","23"
"2019/04/10 20:00:00","CAPITL","1299","0"
"2019/04/10 20:00:00","CENTRL","1814","0"
"2019/04/10 20:00:00","DUNWOD","671","0"
"2019/04/10 20:00:00","GENESE","1122","0"
"2019/04/10 20:00:00","HUD VL","1051","0"
"2019/04/10 20:00:00","LONGIL","2273","0"
"2019/04/10 20:00:00","MHK VL","818","0"
"2019/04/10 20:00:00","MILLWD","309","0"
"2019/04/10 20:00:00","N.Y.C.","5682","0"
"2019/04/10 20:00:00","NORTH","590","0"
"2019/04/10 20:00:00","WEST","1686","0"
"2019/04/10 21:00:00","CAPITL","1236","1"
"2019/04/10 21:00:00","CENTRL","1742","1"
"2019/04/10 21:00:00","DUNWOD","641","1"
"2019/04/10 21:00:00","GENESE","1078","1"
"2019/04/10 21:00:00","HUD VL","1006","1"
"2019/04/10 21:00:00","LONGIL","2167","1"
"2019/04/10 21:00:00","MHK VL","772","1"
"2019/04/10 21:00:00","MILLWD","294","1"
"2019/04/10 21:00:00","N.Y.C.","5491","1"
"2019/04/10 21:00:00","NORTH","575","1"
"2019/04/10 21:00:00","WEST","1656","1"
"2019/04/10 22:00:00","CAPITL","1139","2"
"2019/04/10 22:00:00","CENTRL","1615","2"
"2019/04/10 22:00:00","DUNWOD","588","2"
"2019/04/10 22:00:00","GENESE","993","2"
"2019/04/10 22:00:00","HUD VL","923","2"
"2019/04/10 22:00:00","LONGIL","1981","2"
"2019/04/10 22:00:00","MHK VL","703","2"
"2019/04/10 22:00:00","MILLWD","267","2"
"2019/04/10 22:00:00","N.Y.C.","5188","2"
"2019/04/10 22:00:00","NORTH","550","2"
"2019/04/10 22:00:00","WEST","1573","2"
"2019/04/10 23:00:00","CAPITL","1055","3"
"2019/04/10 23:00:00","CENTRL","1504","3"
"2019/04/10 23:00:00","DUNWOD","533","3"
"2019/04/10 23:00:00","GENESE","919","3"
"2019/04/10 23:00:00","HUD VL","843","3"
"2019/04/10 23:00:00","LONGIL","1786","3"
"2019/04/10 23:00:00","MHK VL","643","3"
"2019/04/10 23:00:00","MILLWD","238","3"
"2019/04/10 23:00:00","N.Y.C.","4807","3"
"2019/04/10 23:00:00","NORTH","533","3"
"2019/04/10 23:00:00","WEST","1479","3"
"2019/04/11 00:00:00","CAPITL","1016","4"
"2019/04/11 00:00:00","CENTRL","1476","4"
"2019/04/11 00:00:00","DUNWOD","496","4"
"2019/04/11 00:00:00","GENESE","890","4"
"2019/04/11 00:00:00","HUD VL","799","4"
"2019/04/11 00:00:00","LONGIL","1672","4"
"2019/04/11 00:00:00","MHK VL","621","4"
"2019/04/11 00:00:00","MILLWD","223","4"
"2019/04/11 00:00:00","N.Y.C.","4535","4"
"2019/04/11 00:00:00","NORTH","530","4"
"2019/04/11 00:00:00","WEST","1432","4"
"2019/04/11 01:00:00","CAPITL","992","5"
"2019/04/11 01:00:00","CENTRL","1452","5"
"2019/04/11 01:00:00","DUNWOD","476","5"
"2019/04/11 01:00:00","GENESE","864","5"
"2019/04/11 01:00:00","HUD VL","770","5"
"2019/04/11 01:00:00","LONGIL","1595","5"
"2019/04/11 01:00:00","MHK VL","606","5"
"2019/04/11 01:00:00","MILLWD","213","5"
"2019/04/11 01:00:00","N.Y.C.","4310","5"
"2019/04/11 01:00:00","NORTH","529","5"
"2019/04/11 01:00:00","WEST","1398","5"
"2019/04/11 02:00:00","CAPITL","980","6"
"2019/04/11 02:00:00","CENTRL","1433","6"
"2019/04/11 02:00:00","DUNWOD","464","6"
"2019/04/11 02:00:00","GENESE","851","6"
"2019/04/11 02:00:00","HUD VL","756","6"
"2019/04/11 02:00:00","LONGIL","1551","6"
"2019/04/11 02:00:00","MHK VL","599","6"
"2019/04/11 02:00:00","MILLWD","208","6"
"2019/04/11 02:00:00","N.Y.C.","4171","6"
"2019/04/11 02:00:00","NORTH","528","6"
"2019/04/11 02:00:00","WEST","1381","6"
"2019/04/11 03:00:00","CAPITL","981","7"
"2019/04/11 03:00:00","CENTRL","1431","7"
"2019/04/11 03:00:00","DUNWOD","459","7"
"2019/04/11 03:00:00","GENESE","850","7"
"2019/04/11 03:00:00","HUD VL","754","7"
"2019/04/11 03:00:00","LONGIL","1537","7"
"2019/04/11 03:00:00","MHK VL","600","7"
"2019/04/11 03:00:00","MILLWD","207","7"
"2019/04/11 03:00:00","N.Y.C.","4107","7"
"2019/04/11 03:00:00","NORTH","529","7"
"2019/04/11 03:00:00","WEST","1375","7"
"2019/04/11 04:00:00","CAPITL","1004","8"
"2019/04/11 04:00:00","CENTRL","1466","8"
"2019/04/11 04:00:00","DUNWOD","468","8"
"2019/04/11 04:00:00","GENESE","873","8"
"2019/04/11 04:00:00","HUD VL","766","8"
"2019/04/11 04:00:00","LONGIL","1572","8"
"2019/04/11 04:00:00","MHK VL","621","8"
"2019/04/11 04:00:00","MILLWD","213","8"
"2019/04/11 04:00:00","N.Y.C.","4126","8"
"2019/04/11 04:00:00","NORTH","535","8"
"2019/04/11 04:00:00","WEST","1398","8"
"2019/04/11 05:00:00","CAPITL","1072","9"
"2019/04/11 05:00:00","CENTRL","1567","9"
"2019/04/11 05:00:00","DUNWOD","505","9"
"2019/04/11 05:00:00","GENESE","942","9"
"2019/04/11 05:00:00","HUD VL","819","9"
"2019/04/11 05:00:00","LONGIL","1691","9"
"2019/04/11 05:00:00","MHK VL","680","9"
"2019/04/11 05:00:00","MILLWD","234","9"
"2019/04/11 05:00:00","N.Y.C.","4343","9"
"2019/04/11 05:00:00","NORTH","554","9"
"2019/04/11 05:00:00","WEST","1472","9"
"2019/04/11 06:00:00","CAPITL","1194","10"
"2019/04/11 06:00:00","CENTRL","1737","10"
"2019/04/11 06:00:00","DUNWOD","577","10"
"2019/04/11 06:00:00","GENESE","1049","10"
"2019/04/11 06:00:00","HUD VL","913","10"
"2019/04/11 06:00:00","LONGIL","1885","10"
"2019/04/11 06:00:00","MHK VL","777","10"
"2019/04/11 06:00:00","MILLWD","270","10"
"2019/04/11 06:00:00","N.Y.C.","4821","10"
"2019/04/11 06:00:00","NORTH","583","10"
"2019/04/11 06:00:00","WEST","1598","10"
"2019/04/11 07:00:00","CAPITL","1264","11"
"2019/04/11 07:00:00","CENTRL","1820","11"
"2019/04/11 07:00:00","DUNWOD","635","11"
"2019/04/11 07:00:00","GENESE","1105","11"
"2019/04/11 07:00:00","HUD VL","971","11"
"2019/04/11 07:00:00","LONGIL","2024","11"
"2019/04/11 07:00:00","MHK VL","829","11"
"2019/04/11 07:00:00","MILLWD","292","11"
"2019/04/11 07:00:00","N.Y.C.","5343","11"
"2019/04/11 07:00:00","NORTH","597","11"
"2019/04/11 07:00:00","WEST","1671","11"
"2019/04/11 08:00:00","CAPITL","1265","12"
"2019/04/11 08:00:00","CENTRL","1832","12"
"2019/04/11 08:00:00","DUNWOD","647","12"
"2019/04/11 08:00:00","GENESE","1128","12"
"2019/04/11 08:00:00","HUD VL","987","12"
"2019/04/11 08:00:00","LONGIL","2053","12"
"2019/04/11 08:00:00","MHK VL","834","12"
"2019/04/11 08:00:00","MILLWD","294","12"
"2019/04/11 08:00:00","N.Y.C.","5680","12"
"2019/04/11 08:00:00","NORTH","593","12"
"2019/04/11 08:00:00","WEST","1702","12"
"2019/04/11 09:00:00","CAPITL","1248","13"
"2019/04/11 09:00:00","CENTRL","1824","13"
"2019/04/11 09:00:00","DUNWOD","649","13"
"2019/04/11 09:00:00","GENESE","1132","13"
"2019/04/11 09:00:00","HUD VL","982","13"
"2019/04/11 09:00:00","LONGIL","2033","13"
"2019/04/11 09:00:00","MHK VL","825","13"
"2019/04/11 09:00:00","MILLWD","290","13"
"2019/04/11 09:00:00","N.Y.C.","5873","13"
"2019/04/11 09:00:00","NORTH","586","13"
"2019/04/11 09:00:00","WEST","1712","13"
"2019/04/11 10:00:00","CAPITL","1235","14"
"2019/04/11 10:00:00","CENTRL","1815","14"
"2019/04/11 10:00:00","DUNWOD","647","14"
"2019/04/11 10:00:00","GENESE","1134","14"
"2019/04/11 10:00:00","HUD VL","976","14"
"2019/04/11 10:00:00","LONGIL","2007","14"
"2019/04/11 10:00:00","MHK VL","815","14"
"2019/04/11 10:00:00","MILLWD","288","14"
"2019/04/11 10:00:00","N.Y.C.","5931","14"
"2019/04/11 10:00:00","NORTH","580","14"
"2019/04/11 10:00:00","WEST","1717","14"
"2019/04/11 11:00:00","CAPITL","1215","15"
"2019/04/11 11:00:00","CENTRL","1796","15"
"2019/04/11 11:00:00","DUNWOD","638","15"
"2019/04/11 11:00:00","GENESE","1129","15"
"2019/04/11 11:00:00","HUD VL","959","15"
"2019/04/11 11:00:00","LONGIL","1964","15"
"2019/04/11 11:00:00","MHK VL","798","15"
"2019/04/11 11:00:00","MILLWD","282","15"
"2019/04/11 11:00:00","N.Y.C.","5934","15"
"2019/04/11 11:00:00","NORTH","575","15"
"2019/04/11 11:00:00","WEST","1710","15"
"2019/04/11 12:00:00","CAPITL","1193","16"
"2019/04/11 12:00:00","CENTRL","1766","16"
"2019/04/11 12:00:00","DUNWOD","627","16"
"2019/04/11 12:00:00","GENESE","1116","16"
"2019/04/11 12:00:00","HUD VL","937","16"
"2019/04/11 12:00:00","LONGIL","1919","16"
"2019/04/11 12:00:00","MHK VL","779","16"
"2019/04/11 12:00:00","MILLWD","277","16"
"2019/04/11 12:00:00","N.Y.C.","5917","16"
"2019/04/11 12:00:00","NORTH","570","16"
"2019/04/11 12:00:00","WEST","1687","16"
"2019/04/11 13:00:00","CAPITL","1180","17"
"2019/04/11 13:00:00","CENTRL","1748","17"
"2019/04/11 13:00:00","DUNWOD","620","17"
"2019/04/11 13:00:00","GENESE","1109","17"
"2019/04/11 13:00:00","HUD VL","925","17"
"2019/04/11 13:00:00","LONGIL","1892","17"
"2019/04/11 13:00:00","MHK VL","767","17"
"2019/04/11 13:00:00","MILLWD","272","17"
"2019/04/11 13:00:00","N.Y.C.","5891","17"
"2019/04/11 13:00:00","NORTH","564","17"
"2019/04/11 13:00:00","WEST","1681","17"
"2019/04/11 14:00:00","CAPITL","1167","18"
"2019/04/11 14:00:00","CENTRL","1720","18"
"2019/04/11 14:00:00","DUNWOD","614","18"
"2019/04/11 14:00:00","GENESE","1092","18"
"2019/04/11 14:00:00","HUD VL","917","18"
"2019/04/11 14:00:00","LONGIL","1888","18"
"2019/04/11 14:00:00","MHK VL","751","18"
