,Season,DayType,load_class,hour,load,sdh_total_load,p_total_load
8295,June,Weekday,701,16,16.12954545454545,6219.234727272728,0.0025934935987885783
8296,June,Saturday,701,16,11.91,4368.611000000001,0.002726266998824111
8297,June,Sunday,701,16,11.4075,4024.0389999999998,0.0028348383303442143
8298,July,Weekday,701,16,19.171904761904766,6225.69761904762,0.0030794789491940667
8299,July,Saturday,701,16,14.456,4672.091,0.0030941178157702833
8300,July,Sunday,701,16,13.984,4461.075,0.00313467045499123
8301,August,Weekday,701,16,18.821739130434775,6135.98091304348,0.0030674376920607287
8302,August,Saturday,701,16,13.27,4672.052999999999,0.002840293121674776
8303,August,Sunday,701,16,12.51,4131.648499999999,0.003027847117197894
8304,September,Weekday,701,16,14.210454545454546,5607.210727272728,0.002534317905395776
8305,September,Saturday,701,16,10.835,4270.125,0.0025373964462398644
8306,September,Sunday,701,16,9.684999999999999,3973.1034999999997,0.0024376410028080064
8307,October,Weekday,701,16,12.576666666666668,5232.221476190476,0.002403695394756799
8308,October,Saturday,701,16,9.563999999999998,3715.576,0.0025740288988840487
8309,October,Sunday,701,16,8.854,3526.458,0.002510734567092533
8310,November,Weekday,701,16,11.338636363636363,4811.622090909091,0.002356510164224905
8311,November,Saturday,701,16,8.4925,3540.1805000000004,0.002398888983202975
8312,November,Sunday,701,16,7.8375,3455.5449999999996,0.0022680937449808935
8313,December,Weekday,701,16,11.438636363636364,4502.412454545454,0.0025405571966398543
8314,December,Saturday,701,16,7.848000000000001,3409.506,0.0023017997328645266
8315,December,Sunday,701,16,7.7575,3227.1635000000006,0.002403813751611903
8316,January,Weekday,801,16,251.41714285714284,5161.126619047619,0.04871361650560256
8317,January,Saturday,801,16,189.408,3733.181,0.050736355938809284
8318,January,Sunday,801,16,180.79800000000003,3588.787,0.05037858195540723
8319,February,Weekday,801,16,257.1619999999999,5192.2705000000005,0.04952785106245907
8320,February,Saturday,801,16,198.97250000000003,3842.5280000000002,0.05178166561180556
8321,February,Sunday,801,16,183.83749999999998,3596.4289999999996,0.05111667712611593
8322,March,Weekday,801,16,248.6695652173913,5101.795565217391,0.04874157775210566
8323,March,Saturday,801,16,184.63,3748.8065,0.04925034140865899
8324,March,Sunday,801,16,169.09750000000003,3551.0695,0.047618752603969035
8325,April,Weekday,801,16,245.01,5168.554476190477,0.047403969742152455
8326,April,Saturday,801,16,178.294,3752.395,0.047514720598444464
8327,April,Sunday,801,16,154.15999999999997,3446.815,0.04472534789363513
8328,May,Weekday,801,16,247.97363636363636,5550.57109090909,0.044675337420644126
8329,May,Saturday,801,16,177.925,4062.5279999999993,0.04379662121713378
8330,May,Sunday,801,16,159.37599999999998,3701.057,0.043062292745018514
8331,June,Weekday,801,16,319.14909090909083,6219.234727272728,0.05131645691222282
8332,June,Saturday,801,16,229.7475,4368.611000000001,0.0525905144678709
8333,June,Sunday,801,16,219.1975,4024.0389999999998,0.05447201182692315
8334,July,Weekday,801,16,363.86523809523817,6225.69761904762,0.05844569723110014
8335,July,Saturday,801,16,275.94,4672.091,0.05906134961840426
8336,July,Sunday,801,16,265.68399999999997,4461.075,0.059556048710232394
8337,August,Weekday,801,16,353.6495652173912,6135.98091304348,0.05763537570099434
8338,August,Saturday,801,16,239.10999999999999,4672.052999999999,0.05117878585709538
8339,August,Sunday,801,16,222.51749999999998,4131.648499999999,0.05385683220632152
8340,September,Weekday,801,16,277.98454545454547,5607.210727272728,0.04957626152740534
8341,September,Saturday,801,16,204.85750000000002,4270.125,0.047974590907760316
8342,September,Sunday,801,16,178.48,3973.1034999999997,0.044922061557168096
8343,October,Weekday,801,16,253.99476190476187,5232.221476190476,0.048544344512284045
8344,October,Saturday,801,16,185.772,3715.576,0.04999816986652944
8345,October,Sunday,801,16,170.058,3526.458,0.048223458212177765
8346,November,Weekday,801,16,242.96818181818188,4811.622090909091,0.050496106557752614
8347,November,Saturday,801,16,179.1775,3540.1805000000004,0.05061253232709462
8348,November,Sunday,801,16,166.29,3455.5449999999996,0.04812265503704915
8349,December,Weekday,801,16,247.40181818181816,4502.412454545454,0.05494872375187468
8350,December,Saturday,801,16,178.5,3409.506,0.05235362542256855
8351,December,Sunday,801,16,162.005,3227.1635000000006,0.050200431431503226
8352,January,Weekday,802,16,468.873,5161.126619047619,0.09084702519592922
8353,January,Saturday,802,16,313.226,3733.181,0.08390324498062109
8354,January,Sunday,802,16,276.821,3588.787,0.07713497624684888
8355,February,Weekday,802,16,457.142,5192.2705000000005,0.08804279361023273
8356,February,Saturday,802,16,322.23,3842.5280000000002,0.08385885542018172
8357,February,Sunday,802,16,263.255,3596.4289999999996,0.07319899822852058
8358,March,Weekday,802,16,435.145,5101.795565217391,0.08529251994468307
8359,March,Saturday,802,16,279.387,3748.8065,0.07452691943422526
8360,March,Sunday,802,16,263.48,3551.0695,0.074197365047347
8361,April,Weekday,802,16,446.726,5168.554476190477,0.08643151621171707
8362,April,Saturday,802,16,265.229,3752.395,0.07068259071872764
8363,April,Sunday,802,16,248.437,3446.815,0.0720772655335433
8364,May,Weekday,802,16,522.022,5550.57109090909,0.09404834051310233
8365,May,Saturday,802,16,289.474,4062.5279999999993,0.07125464735258441
8366,May,Sunday,802,16,272.041,3701.057,0.073503596405027
8367,June,Weekday,802,16,587.888,6219.234727272728,0.09452738572834055
8368,June,Saturday,802,16,333.361,4368.611000000001,0.0763082361876578
8369,June,Sunday,802,16,288.475,4024.0389999999998,0.07168792350173546
8370,July,Weekday,802,16,567.23,6225.69761904762,0.09111107456689688
8371,July,Saturday,802,16,384.645,4672.091,0.08232823376085782
8372,July,Sunday,802,16,339.363,4461.075,0.07607202299894084
8373,August,Weekday,802,16,579.415,6135.98091304348,0.09442907470072409
8374,August,Saturday,802,16,404.446,4672.052999999999,0.08656708303608716
8375,August,Sunday,802,16,311.727,4131.648499999999,0.07544857700261773
8376,September,Weekday,802,16,573.143,5607.210727272728,0.10221534874947871
8377,September,Saturday,802,16,399.713,4270.125,0.09360686162583064
8378,September,Sunday,802,16,335.46,3973.1034999999997,0.08443273627279027
8379,October,Weekday,802,16,595.865,5232.221476190476,0.11388374951471719
8380,October,Saturday,802,16,337.364,3715.576,0.09079722767075683
8381,October,Sunday,802,16,292.457,3526.458,0.08293222264379725
8382,November,Weekday,802,16,489.139,4811.622090909091,0.10165781741757358
8383,November,Saturday,802,16,311.622,3540.1805000000004,0.08802432531335619
8384,November,Sunday,802,16,274.698,3455.5449999999996,0.07949484090063941
8385,December,Weekday,802,16,410.346,4502.412454545454,0.09113914021487107
8386,December,Saturday,802,16,249.582,3409.506,0.07320180694798602
8387,December,Sunday,802,16,226.069,3227.1635000000006,0.0700519202079473
8388,January,Weekday,803,16,801.879,5161.126619047619,0.15536898417500372
8389,January,Saturday,803,16,611.364,3733.181,0.16376489647836523
8390,January,Sunday,803,16,586.5,3588.787,0.16342569230216228
8391,February,Weekday,803,16,807.618,5192.2705000000005,0.1555423585885982
8392,February,Saturday,803,16,639.677,3842.5280000000002,0.1664729573863873
8393,February,Sunday,803,16,586.569,3596.4289999999996,0.16309761710852627
8394,March,Weekday,803,16,801.751,5101.795565217391,0.1571507501135704
8395,March,Saturday,803,16,613.289,3748.8065,0.16359580042341476
8396,March,Sunday,803,16,578.374,3551.0695,0.16287318510662774
8397,April,Weekday,803,16,826.218,5168.554476190477,0.1598547531628167
8398,April,Saturday,803,16,621.664,3752.395,0.16567125795658505
8399,April,Sunday,803,16,577.646,3446.815,0.16758833879973248
8400,May,Weekday,803,16,876.382,5550.57109090909,0.15789041985884433
8401,May,Saturday,803,16,690.882,4062.5279999999993,0.1700620894182145
8402,May,Sunday,803,16,610.59,3701.057,0.16497719435285652
8403,June,Weekday,803,16,949.442,6219.234727272728,0.15266219103075263
8404,June,Saturday,803,16,707.243,4368.611000000001,0.1618919606254711
8405,June,Sunday,803,16,635.94,4024.0389999999998,0.15803524767031335
8406,July,Weekday,803,16,932.018,6225.69761904762,0.1497049900317157
8407,July,Saturday,803,16,722.164,4672.091,0.1545697633029836
8408,July,Sunday,803,16,685.411,4461.075,0.15364256373183593
8409,August,Weekday,803,16,883.945,6135.98091304348,0.14405928123423034
8410,August,Saturday,803,16,708.509,4672.052999999999,0.1516483224826431
8411,August,Sunday,803,16,617.483,4131.648499999999,0.14945196814298217
8412,September,Weekday,803,16,837.795,5607.210727272728,0.14941386025052997
8413,September,Saturday,803,16,657.29,4270.125,0.15392757823248734
8414,September,Sunday,803,16,618.133,3973.1034999999997,0.1555793852337348
8415,October,Weekday,803,16,762.75,5232.221476190476,0.14577937946070088
8416,October,Saturday,803,16,575.739,3715.576,0.15495282561842363
8417,October,Sunday,803,16,547.566,3526.458,0.15527364851644343
8418,November,Weekday,803,16,713.676,4811.622090909091,0.14832336923308967
8419,November,Saturday,803,16,538.672,3540.1805000000004,0.1521594732245997
8420,November,Sunday,803,16,531.297,3455.5449999999996,0.15375201306885022
8421,December,Weekday,803,16,671.189,4502.412454545454,0.14907319282186032
8422,December,Saturday,803,16,520.271,3409.506,0.15259424679117736
8423,December,Sunday,803,16,502.69,3227.1635000000006,0.15576837058302126
8424,January,Weekday,804,16,2261.536,5161.126619047619,0.4381864982063394
8425,January,Saturday,804,16,1471.367,3733.181,0.3941322427174037
8426,January,Sunday,804,16,1428.87,3588.787,0.3981484551744085
8427,February,Weekday,804,16,2297.787,5192.2705000000005,0.44253992545265114
8428,February,Saturday,804,16,1532.842,3842.5280000000002,0.3989149851347863
8429,February,Sunday,804,16,1470.239,3596.4289999999996,0.40880523430324917
8430,March,Weekday,804,16,2272.416,5101.795565217391,0.4454149467479046
8431,March,Saturday,804,16,1567.986,3748.8065,0.418262719081393
8432,March,Sunday,804,16,1479.559,3551.0695,0.41665165945076543
8433,April,Weekday,804,16,2288.755,5168.554476190477,0.44282303892575875
8434,April,Saturday,804,16,1562.917,3752.395,0.4165118544289713
8435,April,Sunday,804,16,1423.617,3446.815,0.4130239075784456
8436,May,Weekday,804,16,2455.517,5550.57109090909,0.44238997389326784
8437,May,Saturday,804,16,1697.98,4062.5279999999993,0.41796142697354954
8438,May,Sunday,804,16,1558.909,3701.057,0.4212064283257459
8439,June,Weekday,804,16,2724.309,6219.234727272728,0.43804569524499515
8440,June,Saturday,804,16,1828.84,4368.611000000001,0.41863191755915086
8441,June,Sunday,804,16,1684.533,4024.0389999999998,0.4186174636975437
8442,July,Weekday,804,16,2617.643,6225.69761904762,0.42045778002312223
8443,July,Saturday,804,16,1855.869,4672.091,0.3972244975536649
8444,July,Sunday,804,16,1793.2,4461.075,0.40196589387087195
8445,August,Weekday,804,16,2631.974,6135.98091304348,0.4289410344163745
8446,August,Saturday,804,16,1930.832,4672.052999999999,0.41327270902106644
8447,August,Sunday,804,16,1700.289,4131.648499999999,0.41152798937276497
8448,September,Weekday,804,16,2413.943,5607.210727272728,0.43050691643510064
8449,September,Saturday,804,16,1741.06,4270.125,0.40773045285559556
8450,September,Sunday,804,16,1628.916,3973.1034999999997,0.409985795738772
8451,October,Weekday,804,16,2295.133,5232.221476190476,0.4386536407994452
8452,October,Saturday,804,16,1547.617,3715.576,0.4165214222505474
8453,October,Sunday,804,16,1480.484,3526.458,0.4198218155440955
8454,November,Weekday,804,16,2104.31,4811.622090909091,0.4373390013267686
8455,November,Saturday,804,16,1464.865,3540.1805000000004,0.41378257408061536
8456,November,Sunday,804,16,1442.417,3455.5449999999996,0.41742098569111385
8457,December,Weekday,804,16,1927.203,4502.412454545454,0.42803786180325915
8458,December,Saturday,804,16,1348.576,3409.506,0.3955341330972874
8459,December,Sunday,804,16,1324.42,3227.1635000000006,0.4103975519058764
8460,January,Weekday,805,16,1170.041,5161.126619047619,0.22670263420429457
8461,January,Saturday,805,16,986.812,3733.181,0.26433542868668836
8462,January,Sunday,805,16,963.454,3588.787,0.26846229659213544
8463,February,Weekday,805,16,1160.609,5192.2705000000005,0.22352629740688584
8464,February,Saturday,805,16,984.059,3842.5280000000002,0.25609676754469973
8465,February,Sunday,805,16,937.881,3596.4289999999996,0.2607811804431563
8466,March,Weekday,805,16,1138.454,5101.795565217391,0.2231477105358081
8467,March,Saturday,805,16,946.607,3748.8065,0.2525088984987622
8468,March,Sunday,805,16,913.359,3551.0695,0.25720673729421517
8469,April,Weekday,805,16,1157.655,5168.554476190477,0.22398041954145342
8470,April,Saturday,805,16,967.239,3752.395,0.2577657735925989
8471,April,Sunday,805,16,900.505,3446.815,0.2612571315837955
8472,May,Weekday,805,16,1237.016,5550.57109090909,0.222862833344487
8473,May,Saturday,805,16,1047.732,4062.5279999999993,0.2579014840020795
8474,May,Sunday,805,16,951.615,3701.057,0.25711979037339877
8475,June,Weekday,805,16,1376.653,6219.234727272728,0.2213540829972328
8476,June,Saturday,805,16,1075.017,4368.611000000001,0.2460775289903358
8477,June,Sunday,805,16,1008.401,4024.0389999999998,0.25059424125859614
8478,July,Weekday,805,16,1442.899,6225.69761904762,0.23176503073092206
8479,July,Saturday,805,16,1201.653,4672.091,0.25719811536205095
8480,July,Sunday,805,16,1153.081,4461.075,0.25847603996794494
8481,August,Weekday,805,16,1388.023,6135.98091304348,0.2262104494245457
8482,August,Saturday,805,16,1176.981,4672.052999999999,0.2519194452631424
8483,August,Sunday,805,16,1080.277,4131.648499999999,0.26146391688450754
8484,September,Weekday,805,16,1273.287,5607.210727272728,0.22708028321584228
8485,September,Saturday,805,16,1088.677,4270.125,0.25495202131085154
8486,September,Sunday,805,16,1050.257,3973.1034999999997,0.2643417167461155
8487,October,Weekday,805,16,1114.183,5232.221476190476,0.2129464521083738
8488,October,Saturday,805,16,907.978,3715.576,0.24437072475438532
8489,October,Sunday,805,16,884.417,3526.458,0.2507947067567514
8490,November,Weekday,805,16,1061.368,4811.622090909091,0.22058423956555342
8491,November,Saturday,805,16,892.489,3540.1805000000004,0.2521026823349826
8492,November,Sunday,805,16,894.368,3455.5449999999996,0.2588211121545227
8493,December,Weekday,805,16,1040.844,4502.412454545454,0.23117473365844257
8494,December,Saturday,805,16,967.499,3409.506,0.28376515542134256
8495,December,Sunday,805,16,868.232,3227.1635000000006,0.2690387394378995
8496,January,Weekday,901,16,21.743809523809524,5161.126619047619,0.004212996721212374
8497,January,Saturday,901,16,15.862,3733.181,0.004248923371248273
8498,January,Sunday,901,16,16.606,3588.787,0.004627190189888673
8499,February,Weekday,901,16,21.567500000000003,5192.2705000000005,0.004153770494044947
8500,February,Saturday,901,16,16.602500000000003,3842.5280000000002,0.004320723232205465
8501,February,Sunday,901,16,16.055,3596.4289999999996,0.004464150411421997
8502,March,Weekday,901,16,20.014782608695654,5101.795565217391,0.003923085970976732
8503,March,Saturday,901,16,15.087500000000002,3748.8065,0.004024614233890173
8504,March,Sunday,901,16,14.885,3551.0695,0.004191694924585396
8505,April,Weekday,901,16,19.04142857142857,5168.554476190477,0.0036840916854306237
8506,April,Saturday,901,16,14.416,3752.395,0.003841813028745641
8507,April,Sunday,901,16,13.6475,3446.815,0.003959452422018588
8508,May,Weekday,901,16,19.14454545454545,5550.57109090909,0.003449112738309221
8509,May,Saturday,901,16,13.887500000000001,4062.5279999999993,0.003418437977535171
8510,May,Sunday,901,16,13.412,3701.057,0.0036238296248882417
8511,June,Weekday,901,16,24.95181818181818,6219.234727272728,0.004012039949609701
8512,June,Saturday,901,16,18.39,4368.611000000001,0.004209575995665441
8513,June,Sunday,901,16,18.23,4024.0389999999998,0.004530274184718389
8514,July,Weekday,901,16,27.676190476190474,6225.69761904762,0.004445476181097317
8515,July,Saturday,901,16,22.85,4672.091,0.0048907437804614675
8516,July,Sunday,901,16,22.110000000000003,4461.075,0.004956204502278039
8517,August,Weekday,901,16,27.16130434782609,6135.98091304348,0.004426562717965486
8518,August,Saturday,901,16,19.5875,4672.052999999999,0.004192482405486411
8519,August,Sunday,901,16,18.065,4131.648499999999,0.004372346776353314
8520,September,Weekday,901,16,20.792727272727276,5607.210727272728,0.0037082122081829767
8521,September,Saturday,901,16,16.499999999999996,4270.125,0.0038640555018881174
8522,September,Sunday,901,16,15.6225,3973.1034999999997,0.003932064694513999
8523,October,Weekday,901,16,19.26380952380952,5232.221476190476,0.0036817649274730802
8524,October,Saturday,901,16,14.362,3715.576,0.0038653495447273853
8525,October,Sunday,901,16,14.154,3526.458,0.004013659031243248
8526,November,Weekday,901,16,18.86545454545454,4811.622090909091,0.003920809695569872
8527,November,Saturday,901,16,14.235,3540.1805000000004,0.004020981416060564
8528,November,Sunday,901,16,14.695,3455.5449999999996,0.004252585337479327
8529,December,Weekday,901,16,20.375909090909094,4502.412454545454,0.00452555364409993
8530,December,Saturday,901,16,14.104000000000003,3409.506,0.004136669652436454
8531,December,Sunday,901,16,13.61,3227.1635000000006,0.0042173258342814044
8532,January,Weekday,902,16,21.743809523809524,5161.126619047619,0.004212996721212374
8533,January,Saturday,902,16,15.862,3733.181,0.004248923371248273
8534,January,Sunday,902,16,16.606,3588.787,0.004627190189888673
8535,February,Weekday,902,16,21.567500000000003,5192.2705000000005,0.004153770494044947
8536,February,Saturday,902,16,16.602500000000003,3842.5280000000002,0.004320723232205465
8537,February,Sunday,902,16,16.055,3596.4289999999996,0.004464150411421997
8538,March,Weekday,902,16,20.014782608695654,5101.795565217391,0.003923085970976732
8539,March,Saturday,902,16,15.087500000000002,3748.8065,0.004024614233890173
8540,March,Sunday,902,16,14.885,3551.0695,0.004191694924585396
8541,April,Weekday,902,16,19.04142857142857,5168.554476190477,0.0036840916854306237
8542,April,Saturday,902,16,14.416,3752.395,0.003841813028745641
8543,April,Sunday,902,16,13.6475,3446.815,0.003959452422018588
8544,May,Weekday,902,16,19.14454545454545,5550.57109090909,0.003449112738309221
8545,May,Saturday,902,16,13.887500000000001,4062.5279999999993,0.003418437977535171
8546,May,Sunday,902,16,13.412,3701.057,0.0036238296248882417
8547,June,Weekday,902,16,24.95181818181818,6219.234727272728,0.004012039949609701
8548,June,Saturday,902,16,18.39,4368.611000000001,0.004209575995665441
8549,June,Sunday,902,16,18.23,4024.0389999999998,0.004530274184718389
8550,July,Weekday,902,16,27.676190476190474,6225.69761904762,0.004445476181097317
8551,July,Saturday,902,16,22.85,4672.091,0.0048907437804614675
8552,July,Sunday,902,16,22.110000000000003,4461.075,0.004956204502278039
8553,August,Weekday,902,16,27.16130434782609,6135.98091304348,0.004426562717965486
8554,August,Saturday,902,16,19.5875,4672.052999999999,0.004192482405486411
8555,August,Sunday,902,16,18.065,4131.648499999999,0.004372346776353314
8556,September,Weekday,902,16,20.792727272727276,5607.210727272728,0.0037082122081829767
8557,September,Saturday,902,16,16.499999999999996,4270.125,0.0038640555018881174
8558,September,Sunday,902,16,15.6225,3973.1034999999997,0.003932064694513999
8559,October,Weekday,902,16,19.26380952380952,5232.221476190476,0.0036817649274730802
8560,October,Saturday,902,16,14.362,3715.576,0.0038653495447273853
8561,October,Sunday,902,16,14.154,3526.458,0.004013659031243248
8562,November,Weekday,902,16,18.86545454545454,4811.622090909091,0.003920809695569872
8563,November,Saturday,902,16,14.235,3540.1805000000004,0.004020981416060564
8564,November,Sunday,902,16,14.695,3455.5449999999996,0.004252585337479327
8565,December,Weekday,902,16,20.375909090909094,4502.412454545454,0.00452555364409993
8566,December,Saturday,902,16,14.104000000000003,3409.506,0.004136669652436454
8567,December,Sunday,902,16,13.61,3227.1635000000006,0.0042173258342814044
8568,January,Weekday,601,16,0.040952380952380955,5161.126619047619,7.934775481237445e-06
8569,January,Saturday,601,16,0.054000000000000006,3733.181,1.4464875932884049e-05
8570,January,Sunday,601,16,0.048,3588.787,1.3374992720381567e-05
8571,February,Weekday,601,16,0.0,5192.2705000000005,0.0
8572,February,Saturday,601,16,0.0,3842.5280000000002,0.0
8573,February,Sunday,601,16,0.0,3596.4289999999996,0.0
8574,March,Weekday,601,16,0.0,5101.795565217391,0.0
8575,March,Saturday,601,16,0.0,3748.8065,0.0
8576,March,Sunday,601,16,0.0,3551.0695,0.0
8577,April,Weekday,601,16,0.0,5168.554476190477,0.0
8578,April,Saturday,601,16,0.0,3752.395,0.0
8579,April,Sunday,601,16,0.0,3446.815,0.0
8580,May,Weekday,601,16,0.0,5550.57109090909,0.0
8581,May,Saturday,601,16,0.0,4062.5279999999993,0.0
8582,May,Sunday,601,16,0.0,3701.057,0.0
8583,June,Weekday,601,16,0.0,6219.234727272728,0.0
8584,June,Saturday,601,16,0.0,4368.611000000001,0.0
8585,June,Sunday,601,16,0.0,4024.0389999999998,0.0
8586,July,Weekday,601,16,0.0,6225.69761904762,0.0
8587,July,Saturday,601,16,0.0,4672.091,0.0
8588,July,Sunday,601,16,0.0,4461.075,0.0
8589,August,Weekday,601,16,0.0,6135.98091304348,0.0
8590,August,Saturday,601,16,0.0,4672.052999999999,0.0
8591,August,Sunday,601,16,0.0,4131.648499999999,0.0
8592,September,Weekday,601,16,0.0,5607.210727272728,0.0
8593,September,Saturday,601,16,0.0,4270.125,0.0
8594,September,Sunday,601,16,0.0,3973.1034999999997,0.0
8595,October,Weekday,601,16,0.0,5232.221476190476,0.0
8596,October,Saturday,601,16,0.0,3715.576,0.0
8597,October,Sunday,601,16,0.0,3526.458,0.0
8598,November,Weekday,601,16,0.14636363636363636,4811.622090909091,3.041877221408777e-05
8599,November,Saturday,601,16,0.14250000000000002,3540.1805000000004,4.0252184881533585e-05
8600,November,Sunday,601,16,0.16,3455.5449999999996,4.6302392242034187e-05
8601,December,Weekday,601,16,0.26999999999999996,4502.412454545454,5.996785117441181e-05
8602,December,Saturday,601,16,0.262,3409.506,7.684397681071686e-05
8603,December,Sunday,601,16,0.27749999999999997,3227.1635000000006,8.598882579082216e-05
8604,January,Weekday,602,16,1.3352380952380951,5161.126619047619,0.0002587105866208115
8605,January,Saturday,602,16,1.7560000000000002,3733.181,0.00047037633589156277
8606,January,Sunday,602,16,1.6039999999999999,3588.787,0.000446947673406084
8607,February,Weekday,602,16,0.0,5192.2705000000005,0.0
8608,February,Saturday,602,16,0.0,3842.5280000000002,0.0
8609,February,Sunday,602,16,0.0,3596.4289999999996,0.0
8610,March,Weekday,602,16,0.0,5101.795565217391,0.0
8611,March,Saturday,602,16,0.0,3748.8065,0.0
8612,March,Sunday,602,16,0.0,3551.0695,0.0
8613,April,Weekday,602,16,0.0,5168.554476190477,0.0
8614,April,Saturday,602,16,0.0,3752.395,0.0
8615,April,Sunday,602,16,0.0,3446.815,0.0
8616,May,Weekday,602,16,0.0,5550.57109090909,0.0
8617,May,Saturday,602,16,0.0,4062.5279999999993,0.0
8618,May,Sunday,602,16,0.0,3701.057,0.0
8619,June,Weekday,602,16,0.0,6219.234727272728,0.0
8620,June,Saturday,602,16,0.0,4368.611000000001,0.0
8621,June,Sunday,602,16,0.0,4024.0389999999998,0.0
8622,July,Weekday,602,16,0.0,6225.69761904762,0.0
8623,July,Saturday,602,16,0.0,4672.091,0.0
8624,July,Sunday,602,16,0.0,4461.075,0.0
8625,August,Weekday,602,16,0.0,6135.98091304348,0.0
8626,August,Saturday,602,16,0.0,4672.052999999999,0.0
8627,August,Sunday,602,16,0.0,4131.648499999999,0.0
8628,September,Weekday,602,16,0.0,5607.210727272728,0.0
8629,September,Saturday,602,16,0.0,4270.125,0.0
8630,September,Sunday,602,16,0.0,3973.1034999999997,0.0
8631,October,Weekday,602,16,0.0,5232.221476190476,0.0
8632,October,Saturday,602,16,0.0,3715.576,0.0
8633,October,Sunday,602,16,0.0,3526.458,0.0
8634,November,Weekday,602,16,4.754545454545454,4811.622090909091,0.000988137755774404
8635,November,Saturday,602,16,4.654999999999999,3540.1805000000004,0.0013149047061300967
8636,November,Sunday,602,16,5.2,3455.5449999999996,0.001504827747866111
8637,December,Weekday,602,16,8.76909090909091,4502.412454545454,0.0019476427354490787
8638,December,Saturday,602,16,8.518,3409.506,0.002498309139212543
8639,December,Sunday,602,16,9.045,3227.1635000000006,0.0028027709163170687
8640,January,Weekday,101,17,1.1280952380952383,5017.273000000001,0.00022484230738395897
8641,January,Saturday,101,17,1.232,3743.159,0.00032913376108255083
8642,January,Sunday,101,17,1.31,3606.1000000000004,0.0003632733423920579
8643,February,Weekday,101,17,0.9915,5020.967999999999,0.00019747188191599713
8644,February,Saturday,101,17,1.065,3835.3025000000002,0.0002776834421795934
8645,February,Sunday,101,17,1.1575,3590.5130000000004,0.0003223773315957914
8646,March,Weekday,101,17,0.8678260869565217,4927.904,0.00017610450344741327
8647,March,Saturday,101,17,0.9774999999999999,3702.69,0.0002639972560489806
8648,March,Sunday,101,17,0.99,3531.2434999999996,0.000280354498351643
8649,April,Weekday,101,17,0.739047619047619,4971.972285714285,0.0001486427470987895
8650,April,Saturday,101,17,0.818,3733.009,0.00021912617944398204
8651,April,Sunday,101,17,0.81,3447.0200000000004,0.00023498558174887292
8652,May,Weekday,101,17,0.7218181818181818,5343.723999999999,0.0001350777438764019
8653,May,Saturday,101,17,0.73,4050.7800000000007,0.00018021220604426798
8654,May,Sunday,101,17,0.7539999999999999,3670.876,0.00020540056378913368
8655,June,Weekday,101,17,0.9968181818181819,5996.111454545455,0.0001662441049294584
8656,June,Saturday,101,17,1.04,4325.3405,0.00024044349803212025
8657,June,Sunday,101,17,1.125,4029.8800000000006,0.00027916464013816783
8658,July,Weekday,101,17,1.272857142857143,6006.6459523809535,0.00021190813524685928
8659,July,Saturday,101,17,1.386,4652.4580000000005,0.00029790704182606267
8660,July,Sunday,101,17,1.4580000000000002,4486.5650000000005,0.0003249702166356667
8661,August,Weekday,101,17,1.2247826086956524,5919.109521739131,0.00020692007880533206
8662,August,Saturday,101,17,1.195,4652.022999999999,0.00025687749179228054
8663,August,Sunday,101,17,1.2274999999999998,4168.1410000000005,0.0002944957956076821
8664,September,Weekday,101,17,0.8622727272727274,5420.799727272727,0.00015906743850626406
8665,September,Saturday,101,17,0.875,4209.428500000001,0.00020786669734383179
8666,September,Sunday,101,17,0.8675,3979.0384999999997,0.00021801749342209182
8667,October,Weekday,101,17,0.8295238095238096,5034.393761904761,0.00016477134065293286
8668,October,Saturday,101,17,0.9099999999999999,3670.0000000000005,0.0002479564032697547
8669,October,Sunday,101,17,0.908,3514.86,0.0002583317685483917
8670,November,Weekday,101,17,0.9345454545454545,4665.110000000001,0.00020032656347770028
8671,November,Saturday,101,17,1.0125,3545.038,0.0002856104786464912
8672,November,Sunday,101,17,1.025,3488.85,0.000293793083680869
8673,December,Weekday,101,17,1.1622727272727271,4412.639272727272,0.0002633962704489039
8674,December,Saturday,101,17,1.258,3447.224,0.0003649313186494408
8675,December,Sunday,101,17,1.3025,3262.3644999999997,0.0003992502983648823
8676,January,Weekday,201,17,1.2823809523809524,5017.273000000001,0.0002555932181447874
8677,January,Saturday,201,17,0.976,3743.159,0.00026074233020825457
8678,January,Sunday,201,17,0.986,3606.1000000000004,0.00027342558442638857
8679,February,Weekday,201,17,1.2995,5020.967999999999,0.0002588146349468868
8680,February,Saturday,201,17,1.025,3835.3025000000002,0.00026725401712120487
8681,February,Sunday,201,17,1.01,3590.5130000000004,0.00028129685089567976
8682,March,Weekday,201,17,1.1639130434782605,4927.904,0.0002361882543731088
8683,March,Saturday,201,17,0.905,3702.69,0.0002444168969046828
8684,March,Sunday,201,17,0.8975000000000001,3531.2434999999996,0.00025415975986929255
8685,April,Weekday,201,17,1.0257142857142856,4971.972285714285,0.00020629927657911897
8686,April,Saturday,201,17,0.8100000000000002,3733.009,0.00021698313612423655
8687,April,Sunday,201,17,0.755,3447.0200000000004,0.00021902977064246795
8688,May,Weekday,201,17,0.9468181818181818,5343.723999999999,0.0001771832118983282
8689,May,Saturday,201,17,0.715,4050.7800000000007,0.0001765092155091118
8690,May,Sunday,201,17,0.702,3670.876,0.00019123500766574515
8691,June,Weekday,201,17,1.1695454545454547,5996.111454545455,0.00019505065297925053
