,Season,DayType,load_class,hour,load,sdh_total_load,p_total_load
1777,May,Saturday,401,4,1.4075,3687.4035,0.00038170490427749497
1778,May,Sunday,401,4,1.4120000000000001,3355.042,0.0004208591129410601
1779,June,Weekday,401,4,0.9854545454545456,4389.824727272728,0.00022448608012347232
1780,June,Saturday,401,4,1.0725,3868.5740000000005,0.0002772339368459799
1781,June,Sunday,401,4,1.145,3590.7050000000004,0.00031887888311626824
1782,July,Weekday,401,4,1.1604761904761904,4391.234047619047,0.0002642710859616803
1783,July,Saturday,401,4,1.232,3961.4300000000003,0.000310998805986727
1784,July,Sunday,401,4,1.2799999999999998,3769.755,0.0003395446123156544
1785,August,Weekday,401,4,1.0795652173913046,4299.501869565218,0.0002510907658938812
1786,August,Saturday,401,4,1.07,4029.3799999999997,0.0002655495386386988
1787,August,Sunday,401,4,1.0975000000000001,3807.8765,0.00028821838103205294
1788,September,Weekday,401,4,1.0268181818181819,4062.828636363636,0.0002527347997471086
1789,September,Saturday,401,4,1.0699999999999998,3794.6635000000006,0.00028197493664457987
1790,September,Sunday,401,4,1.1500000000000001,3465.139,0.0003318770184976707
1791,October,Weekday,401,4,2.008571428571428,3871.971952380952,0.0005187463786601857
1792,October,Saturday,401,4,2.21,3442.8710000000005,0.0006419061300873601
1793,October,Sunday,401,4,2.2399999999999998,3224.9970000000003,0.0006945742895264707
1794,November,Weekday,401,4,2.2581818181818183,3745.3324545454548,0.0006029322751952812
1795,November,Saturday,401,4,2.44,3297.2664999999997,0.0007400069117858688
1796,November,Sunday,401,4,2.4225000000000003,3159.7255,0.0007666805233555891
1797,December,Weekday,401,4,3.0818181818181816,3656.2970909090905,0.000842879586968117
1798,December,Saturday,401,4,3.016,3359.952,0.0008976318709314894
1799,December,Sunday,401,4,3.19,3178.9335,0.0010034811989618531
1800,January,Weekday,701,4,9.002380952380953,4184.594857142858,0.0021513148249022044
1801,January,Saturday,701,4,9.128,3651.1510000000007,0.0025000335510637598
1802,January,Sunday,701,4,8.958,3419.4950000000003,0.0026196850704563097
1803,February,Weekday,701,4,9.012999999999998,4171.2645,0.0021607356714013217
1804,February,Saturday,701,4,8.899999999999999,3715.8010000000004,0.002395176706179905
1805,February,Sunday,701,4,8.8325,3496.3305,0.0025262199897864344
1806,March,Weekday,701,4,7.69391304347826,4041.529217391304,0.0019037133296897133
1807,March,Saturday,701,4,7.7250000000000005,3603.2924999999996,0.0021438725831999486
1808,March,Sunday,701,4,7.6425,3396.9224999999997,0.002249830545147851
1809,April,Weekday,701,4,6.417142857142858,3991.495952380952,0.001607703711515727
1810,April,Saturday,701,4,6.366,3470.744,0.0018341888655573559
1811,April,Sunday,701,4,6.4750000000000005,3257.779,0.001987550413947662
1812,May,Weekday,701,4,5.931363636363636,4059.4851818181814,0.0014611122767313731
1813,May,Saturday,701,4,5.847499999999999,3687.4035,0.0015858042115542818
1814,May,Sunday,701,4,5.833999999999999,3355.042,0.001738875400069507
1815,June,Weekday,701,4,6.828636363636364,4389.824727272728,0.0015555601391581755
1816,June,Saturday,701,4,6.5375,3868.5740000000005,0.0016898991721497375
1817,June,Sunday,701,4,6.64,3590.7050000000004,0.001849219025233206
1818,July,Weekday,701,4,7.5566666666666675,4391.234047619047,0.0017208526315658208
1819,July,Saturday,701,4,7.364,3961.4300000000003,0.0018589246812388454
1820,July,Sunday,701,4,7.362,3769.755,0.0019529120592717563
1821,August,Weekday,701,4,7.074782608695652,4299.501869565218,0.0016454889015808433
1822,August,Saturday,701,4,6.665,4029.3799999999997,0.0016541006308662873
1823,August,Sunday,701,4,6.619999999999999,3807.8765,0.0017385017607582597
1824,September,Weekday,701,4,6.08909090909091,4062.828636363636,0.0014987319067783387
1825,September,Saturday,701,4,5.97,3794.6635000000006,0.0015732620296898523
1826,September,Sunday,701,4,5.9725,3465.139,0.0017235960808498591
1827,October,Weekday,701,4,6.246666666666665,3871.971952380952,0.0016133036973125453
1828,October,Saturday,701,4,6.336,3442.8710000000005,0.0018403245430920877
1829,October,Sunday,701,4,6.332000000000001,3224.9970000000003,0.0019634126791435776
1830,November,Weekday,701,4,6.708181818181819,3745.3324545454548,0.0017910778013953224
1831,November,Saturday,701,4,6.82,3297.2664999999997,0.002068379974745748
1832,November,Sunday,701,4,6.675,3159.7255,0.002112525281072675
1833,December,Weekday,701,4,8.43181818181818,3656.2970909090905,0.0023061086044629153
1834,December,Saturday,701,4,8.262,3359.952,0.0024589636994814213
1835,December,Sunday,701,4,8.0725,3178.9335,0.002539373661009266
1836,January,Weekday,801,4,184.23761904761906,4184.594857142858,0.04402758817454843
1837,January,Saturday,801,4,164.01,3651.1510000000007,0.04492008136612262
1838,January,Sunday,801,4,159.458,3419.4950000000003,0.046632031922842404
1839,February,Weekday,801,4,190.27849999999998,4171.2645,0.045616503101157925
1840,February,Saturday,801,4,171.7725,3715.8010000000004,0.04622758323171774
1841,February,Sunday,801,4,164.375,3496.3305,0.04701357609070424
1842,March,Weekday,801,4,184.6734782608696,4041.529217391304,0.04569396095571746
1843,March,Saturday,801,4,166.4625,3603.2924999999996,0.04619733202342025
1844,March,Sunday,801,4,158.915,3396.9224999999997,0.04678205051778485
1845,April,Weekday,801,4,175.11142857142855,3991.495952380952,0.043871127682585644
1846,April,Saturday,801,4,154.42000000000002,3470.744,0.04449190144821975
1847,April,Sunday,801,4,147.675,3257.779,0.04532996252968664
1848,May,Weekday,801,4,165.61772727272728,4059.4851818181814,0.0407977169160523
1849,May,Saturday,801,4,148.29500000000002,3687.4035,0.040216645669507015
1850,May,Sunday,801,4,139.746,3355.042,0.04165253370896699
1851,June,Weekday,801,4,178.36272727272728,4389.824727272728,0.040630945049949393
1852,June,Saturday,801,4,156.60999999999999,3868.5740000000005,0.04048261710904327
1853,June,Sunday,801,4,152.30249999999998,3590.7050000000004,0.042415765149183784
1854,July,Weekday,801,4,181.29619047619047,4391.234047619047,0.0412859320432921
1855,July,Saturday,801,4,167.18,3961.4300000000003,0.04220193213056901
1856,July,Sunday,801,4,160.788,3769.755,0.042652108691413636
1857,August,Weekday,801,4,178.59782608695656,4299.501869565218,0.041539190237639564
1858,August,Saturday,801,4,155.19,4029.3799999999997,0.03851461018816791
1859,August,Sunday,801,4,147.315,3807.8765,0.03868691644805182
1860,September,Weekday,801,4,167.46909090909094,4062.828636363636,0.041219826356983943
1861,September,Saturday,801,4,149.29749999999999,3794.6635000000006,0.0393440683212095
1862,September,Sunday,801,4,140.51749999999998,3465.139,0.040551764301518634
1863,October,Weekday,801,4,174.7133333333333,3871.971952380952,0.04512257203358579
1864,October,Saturday,801,4,157.122,3442.8710000000005,0.04563691175184896
1865,October,Sunday,801,4,149.93,3224.9970000000003,0.0464899657270999
1866,November,Weekday,801,4,176.7768181818182,3745.3324545454548,0.047199232732270856
1867,November,Saturday,801,4,160.4,3297.2664999999997,0.04864635600428416
1868,November,Sunday,801,4,153.8375,3159.7255,0.048686982460976434
1869,December,Weekday,801,4,185.89045454545456,3656.2970909090905,0.05084117890957141
1870,December,Saturday,801,4,163.54000000000002,3359.952,0.048673314380681634
1871,December,Sunday,801,4,158.24,3178.9335,0.04977770060304816
1872,January,Weekday,802,4,361.053,4184.594857142858,0.08628147104461109
1873,January,Saturday,802,4,287.763,3651.1510000000007,0.0788143245787424
1874,January,Sunday,802,4,243.438,3419.4950000000003,0.07119121390731671
1875,February,Weekday,802,4,334.759,4171.2645,0.0802536017555348
1876,February,Saturday,802,4,302.46,3715.8010000000004,0.08139833107316563
1877,February,Sunday,802,4,247.505,3496.3305,0.07078993247348898
1878,March,Weekday,802,4,331.225,4041.529217391304,0.081955364463206
1879,March,Saturday,802,4,237.849,3603.2924999999996,0.06600879612188021
1880,March,Sunday,802,4,218.004,3396.9224999999997,0.06417691307352465
1881,April,Weekday,802,4,323.708,3991.495952380952,0.08109941832883638
1882,April,Saturday,802,4,234.648,3470.744,0.06760740636589734
1883,April,Sunday,802,4,202.208,3257.779,0.06206928094262993
1884,May,Weekday,802,4,326.256,4059.4851818181814,0.0803688116565251
1885,May,Saturday,802,4,260.041,3687.4035,0.07052143873053221
1886,May,Sunday,802,4,212.909,3355.042,0.06345941421895762
1887,June,Weekday,802,4,351.135,4389.824727272728,0.07998838719425368
1888,June,Saturday,802,4,278.984,3868.5740000000005,0.0721154616662367
1889,June,Sunday,802,4,218.472,3590.7050000000004,0.06084376187963088
1890,July,Weekday,802,4,371.18,4391.234047619047,0.08452749181093092
1891,July,Saturday,802,4,300.046,3961.4300000000003,0.07574184069893952
1892,July,Sunday,802,4,245.351,3769.755,0.06508407045020168
1893,August,Weekday,802,4,376.168,4299.501869565218,0.08749106557268216
1894,August,Saturday,802,4,339.873,4029.3799999999997,0.08434870873434623
1895,August,Sunday,802,4,269.997,3807.8765,0.07090487309659334
1896,September,Weekday,802,4,378.932,4062.828636363636,0.0932680243041598
1897,September,Saturday,802,4,339.173,3794.6635000000006,0.0893815749407029
1898,September,Sunday,802,4,281.616,3465.139,0.08127119864455654
1899,October,Weekday,802,4,371.997,3871.971952380952,0.09607430130563102
1900,October,Saturday,802,4,318.513,3442.8710000000005,0.0925137770192377
1901,October,Sunday,802,4,263.337,3224.9970000000003,0.08165495967903225
1902,November,Weekday,802,4,345.52,3745.3324545454548,0.0922534926320535
1903,November,Saturday,802,4,288.368,3297.2664999999997,0.08745668571224073
1904,November,Sunday,802,4,247.915,3159.7255,0.07846092959657414
1905,December,Weekday,802,4,294.616,3656.2970909090905,0.08057769723705564
1906,December,Saturday,802,4,242.93,3359.952,0.07230162811849693
1907,December,Sunday,802,4,202.714,3178.9335,0.06376792719948372
1908,January,Weekday,803,4,600.806,4184.594857142858,0.14357566754030188
1909,January,Saturday,803,4,551.277,3651.1510000000007,0.15098718185032609
1910,January,Sunday,803,4,532.744,3419.4950000000003,0.15579610439553207
1911,February,Weekday,803,4,608.156,4171.2645,0.14579655641592612
1912,February,Saturday,803,4,571.846,3715.8010000000004,0.1538957549126016
1913,February,Sunday,803,4,548.081,3496.3305,0.15675892196118188
1914,March,Weekday,803,4,597.698,4041.529217391304,0.14788907065870419
1915,March,Saturday,803,4,552.431,3603.2924999999996,0.15331283818896194
1916,March,Sunday,803,4,529.853,3396.9224999999997,0.15598030275933583
1917,April,Weekday,803,4,588.76,3991.495952380952,0.14750359439768465
1918,April,Saturday,803,4,537.35,3470.744,0.15482271236368916
1919,April,Sunday,803,4,521.504,3257.779,0.16007961252129135
1920,May,Weekday,803,4,597.263,4059.4851818181814,0.14712776947063397
1921,May,Saturday,803,4,566.912,3687.4035,0.15374287083038243
1922,May,Sunday,803,4,531.858,3355.042,0.1585249901491546
1923,June,Weekday,803,4,639.352,4389.824727272728,0.145644083698351
1924,June,Saturday,803,4,589.945,3868.5740000000005,0.15249675978797356
1925,June,Sunday,803,4,566.568,3590.7050000000004,0.1577873982964348
1926,July,Weekday,803,4,634.051,4391.234047619047,0.14439016302120955
1927,July,Saturday,803,4,586.728,3961.4300000000003,0.1481101521420295
1928,July,Sunday,803,4,572.409,3769.755,0.15184249374296208
1929,August,Weekday,803,4,598.545,4299.501869565218,0.139212638616791
1930,August,Saturday,803,4,570.502,4029.3799999999997,0.14158555410509804
1931,August,Sunday,803,4,563.031,3807.8765,0.14785957475249
1932,September,Weekday,803,4,566.964,4062.828636363636,0.13954908039327282
1933,September,Saturday,803,4,546.38,3794.6635000000006,0.14398641671389306
1934,September,Sunday,803,4,504.077,3465.139,0.14547093204630462
1935,October,Weekday,803,4,539.192,3871.971952380952,0.13925514095432437
1936,October,Saturday,803,4,492.312,3442.8710000000005,0.14299461118351514
1937,October,Sunday,803,4,472.532,3224.9970000000003,0.14652168668684032
1938,November,Weekday,803,4,525.322,3745.3324545454548,0.1402604458684175
1939,November,Saturday,803,4,479.504,3297.2664999999997,0.14542470255285705
1940,November,Sunday,803,4,467.659,3159.7255,0.14800621129905114
1941,December,Weekday,803,4,519.215,3656.2970909090905,0.14200569239599292
1942,December,Saturday,803,4,478.524,3359.952,0.14241989171273875
1943,December,Sunday,803,4,470.918,3178.9335,0.14813710321401816
1944,January,Weekday,804,4,1873.9,4184.594857142858,0.4478091820051259
1945,January,Saturday,804,4,1509.894,3651.1510000000007,0.41353918257557676
1946,January,Sunday,804,4,1418.681,3419.4950000000003,0.4148802674079067
1947,February,Weekday,804,4,1918.78,4171.2645,0.45999959964178727
1948,February,Saturday,804,4,1594.885,3715.8010000000004,0.4292170113523302
1949,February,Sunday,804,4,1488.384,3496.3305,0.42569888630379765
1950,March,Weekday,804,4,1872.882,4041.529217391304,0.4634092441892314
1951,March,Saturday,804,4,1622.081,3603.2924999999996,0.45016634092291985
1952,March,Sunday,804,4,1499.443,3396.9224999999997,0.44141219000433485
1953,April,Weekday,804,4,1864.695,3991.495952380952,0.46716695250253176
1954,April,Saturday,804,4,1552.755,3470.744,0.44738390385462024
1955,April,Sunday,804,4,1423.217,3257.779,0.4368672644768108
1956,May,Weekday,804,4,1934.407,4059.4851818181814,0.47651534944970747
1957,May,Saturday,804,4,1691.327,3687.4035,0.4586769524951636
1958,May,Sunday,804,4,1513.918,3355.042,0.45123667602372786
1959,June,Weekday,804,4,2113.349,4389.824727272728,0.48141990427781006
1960,June,Saturday,804,4,1789.588,3868.5740000000005,0.4625962951723296
1961,June,Sunday,804,4,1621.729,3590.7050000000004,0.451646403700666
1962,July,Weekday,804,4,2047.258,4391.234047619047,0.4662147309387974
1963,July,Saturday,804,4,1787.249,3961.4300000000003,0.4511625852280616
1964,July,Sunday,804,4,1662.72,3769.755,0.44106845139803513
1965,August,Weekday,804,4,2027.514,4299.501869565218,0.4715695123549347
1966,August,Saturday,804,4,1863.125,4029.3799999999997,0.4623850319403978
1967,August,Sunday,804,4,1715.124,3807.8765,0.4504148178125
1968,September,Weekday,804,4,1916.137,4062.828636363636,0.47162634004544307
1969,September,Saturday,804,4,1730.692,3794.6635000000006,0.4560857635993283
1970,September,Sunday,804,4,1545.406,3465.139,0.4459867266507923
1971,October,Weekday,804,4,1825.171,3871.971952380952,0.47138022238969635
1972,October,Saturday,804,4,1546.43,3442.8710000000005,0.4491687315615368
1973,October,Sunday,804,4,1434.061,3224.9970000000003,0.4446704911663483
1974,November,Weekday,804,4,1729.327,3745.3324545454548,0.46172857042403104
1975,November,Saturday,804,4,1420.858,3297.2664999999997,0.43091997568288765
1976,November,Sunday,804,4,1372.776,3159.7255,0.43446052513105965
1977,December,Weekday,804,4,1628.827,3656.2970909090905,0.44548540764093475
1978,December,Saturday,804,4,1419.975,3359.952,0.42261764453777906
1979,December,Sunday,804,4,1324.411,3178.9335,0.41662117184898645
1980,January,Weekday,805,4,989.623,4184.594857142858,0.23649195054349684
1981,January,Saturday,805,4,962.867,3651.1510000000007,0.2637160172230619
1982,January,Sunday,805,4,891.81,3419.4950000000003,0.2608016680825677
1983,February,Weekday,805,4,944.986,4171.2645,0.22654665030232438
1984,February,Saturday,805,4,903.38,3715.8010000000004,0.24311850930660708
1985,February,Sunday,805,4,876.903,3496.3305,0.25080666716147115
1986,March,Weekday,805,4,901.549,4041.529217391304,0.22307125632557595
1987,March,Saturday,805,4,871.624,3603.2924999999996,0.24189654323094784
1988,March,Sunday,805,4,838.675,3396.9224999999997,0.24689259175032696
1989,April,Weekday,805,4,904.472,3991.495952380952,0.22659975377413996
1990,April,Saturday,805,4,858.279,3470.744,0.24728963011965158
1991,April,Sunday,805,4,828.6,3257.779,0.2543450614667232
1992,May,Weekday,805,4,907.981,4059.4851818181814,0.22366900218449107
1993,May,Saturday,805,4,894.986,3687.4035,0.24271441950955464
1994,May,Sunday,805,4,830.669,3355.042,0.24758825671928994
1995,June,Weekday,805,4,968.011,4389.824727272728,0.22051244870575903
1996,June,Saturday,805,4,918.952,3868.5740000000005,0.23754282585779665
1997,June,Sunday,805,4,895.471,3590.7050000000004,0.24938584484105486
1998,July,Weekday,805,4,1010.366,4391.234047619047,0.23008702998826183
1999,July,Saturday,805,4,976.979,3961.4300000000003,0.2466228104497618
2000,July,Sunday,805,4,984.397,3769.755,0.2611302326013229
2001,August,Weekday,805,4,977.234,4299.501869565218,0.22729005118419024
2002,August,Saturday,805,4,966.535,4029.3799999999997,0.23987189096089226
2003,August,Sunday,805,4,977.732,3807.8765,0.25676568029451585
2004,September,Weekday,805,4,904.977,4062.828636363636,0.22274555020612039
2005,September,Saturday,805,4,902.996,3794.6635000000006,0.23796471017785895
2006,September,Sunday,805,4,866.68,3465.139,0.25011406468831404
2007,October,Weekday,805,4,826.301,3871.971952380952,0.21340572973207908
2008,October,Saturday,805,4,793.382,3442.8710000000005,0.23044197705926242
2009,October,Sunday,805,4,769.929,3224.9970000000003,0.2387378965003688
2010,November,Weekday,805,4,826.293,3745.3324545454548,0.22061940028773266
2011,November,Saturday,805,4,804.934,3297.2664999999997,0.24412160800469118
2012,November,Sunday,805,4,776.178,3159.7255,0.24564728803182428
2013,December,Weekday,805,4,860.9,3656.2970909090905,0.2354567964787425
2014,December,Saturday,805,4,892.647,3359.952,0.265672545322076
2015,December,Sunday,805,4,861.593,3178.9335,0.2710320929959686
2016,January,Weekday,901,4,13.454285714285717,4184.594857142858,0.0032151943434428404
2017,January,Saturday,901,4,12.842000000000002,3651.1510000000007,0.003517247027033393
2018,January,Sunday,901,4,13.068000000000001,3419.4950000000003,0.003821616934664329
2019,February,Weekday,901,4,13.0375,4171.2645,0.0031255510169638004
2020,February,Saturday,901,4,12.5425,3715.8010000000004,0.003375449869355221
2021,February,Sunday,901,4,12.7675,3496.3305,0.003651685674452115
2022,March,Weekday,901,4,12.603478260869565,4041.529217391304,0.0031184924277263457
2023,March,Saturday,901,4,12.045,3603.2924999999996,0.003342776086037978
2024,March,Sunday,901,4,12.19,3396.9224999999997,0.0035885422761337653
2025,April,Weekday,901,4,11.726666666666663,3991.495952380952,0.002937912704050629
2026,April,Saturday,901,4,11.366000000000001,3470.744,0.0032748021749803504
2027,April,Sunday,901,4,11.1225,3257.779,0.0034141358268931074
2028,May,Weekday,901,4,11.34409090909091,4059.4851818181814,0.0027944654065740586
2029,May,Saturday,901,4,10.8125,3687.4035,0.0029322801261104188
2030,May,Sunday,901,4,10.940000000000001,3355.042,0.003260763948707647
2031,June,Weekday,901,4,12.64727272727273,4389.824727272728,0.002881042755237774
2032,June,Saturday,901,4,11.8825,3868.5740000000005,0.0030715452257084907
2033,June,Sunday,901,4,12.0725,3590.7050000000004,0.003362153114778295
2034,July,Weekday,901,4,12.891428571428573,4391.234047619047,0.002935718850699471
2035,July,Saturday,901,4,12.331999999999999,3961.4300000000003,0.003113017269016491
2036,July,Sunday,901,4,12.732,3769.755,0.003377407815627275
2037,August,Weekday,901,4,12.47695652173913,4299.501869565218,0.0029019539705423705
2038,August,Saturday,901,4,11.37,4029.3799999999997,0.0028217740694598177
2039,August,Sunday,901,4,11.85,3807.8765,0.0031119706744690907
2040,September,Weekday,901,4,11.101818181818182,4062.828636363636,0.0027325341961148206
2041,September,Saturday,901,4,10.6975,3794.6635000000006,0.0028190905465003678
2042,September,Sunday,901,4,10.965,3465.139,0.003164375224197355
2043,October,Weekday,901,4,11.661904761904761,3871.971952380952,0.0030118773858198084
2044,October,Saturday,901,4,11.188,3442.8710000000005,0.0032496134766594503
2045,October,Sunday,901,4,11.224,3224.9970000000003,0.0034803133150201376
2046,November,Weekday,901,4,12.087272727272726,3745.3324545454548,0.0032272896662626643
2047,November,Saturday,901,4,11.782500000000002,3297.2664999999997,0.0035734145238184426
2048,November,Sunday,901,4,11.8175,3159.7255,0.003740040076266119
2049,December,Weekday,901,4,13.315454545454545,3656.2970909090905,0.003641786817204132
2050,December,Saturday,901,4,12.304,3359.952,0.00366195707557727
2051,December,Sunday,901,4,12.77,3178.9335,0.004017070504935067
2052,January,Weekday,902,4,13.454285714285717,4184.594857142858,0.0032151943434428404
2053,January,Saturday,902,4,12.842000000000002,3651.1510000000007,0.003517247027033393
2054,January,Sunday,902,4,13.068000000000001,3419.4950000000003,0.003821616934664329
2055,February,Weekday,902,4,13.0375,4171.2645,0.0031255510169638004
2056,February,Saturday,902,4,12.5425,3715.8010000000004,0.003375449869355221
2057,February,Sunday,902,4,12.7675,3496.3305,0.003651685674452115
2058,March,Weekday,902,4,12.603478260869565,4041.529217391304,0.0031184924277263457
2059,March,Saturday,902,4,12.045,3603.2924999999996,0.003342776086037978
2060,March,Sunday,902,4,12.19,3396.9224999999997,0.0035885422761337653
2061,April,Weekday,902,4,11.726666666666663,3991.495952380952,0.002937912704050629
2062,April,Saturday,902,4,11.366000000000001,3470.744,0.0032748021749803504
2063,April,Sunday,902,4,11.1225,3257.779,0.0034141358268931074
2064,May,Weekday,902,4,11.34409090909091,4059.4851818181814,0.0027944654065740586
2065,May,Saturday,902,4,10.8125,3687.4035,0.0029322801261104188
2066,May,Sunday,902,4,10.940000000000001,3355.042,0.003260763948707647
2067,June,Weekday,902,4,12.64727272727273,4389.824727272728,0.002881042755237774
2068,June,Saturday,902,4,11.8825,3868.5740000000005,0.0030715452257084907
2069,June,Sunday,902,4,12.0725,3590.7050000000004,0.003362153114778295
2070,July,Weekday,902,4,12.891428571428573,4391.234047619047,0.002935718850699471
2071,July,Saturday,902,4,12.331999999999999,3961.4300000000003,0.003113017269016491
2072,July,Sunday,902,4,12.732,3769.755,0.003377407815627275
2073,August,Weekday,902,4,12.47695652173913,4299.501869565218,0.0029019539705423705
2074,August,Saturday,902,4,11.37,4029.3799999999997,0.0028217740694598177
2075,August,Sunday,902,4,11.85,3807.8765,0.0031119706744690907
2076,September,Weekday,902,4,11.101818181818182,4062.828636363636,0.0027325341961148206
2077,September,Saturday,902,4,10.6975,3794.6635000000006,0.0028190905465003678
2078,September,Sunday,902,4,10.965,3465.139,0.003164375224197355
2079,October,Weekday,902,4,11.661904761904761,3871.971952380952,0.0030118773858198084
2080,October,Saturday,902,4,11.188,3442.8710000000005,0.0032496134766594503
2081,October,Sunday,902,4,11.224,3224.9970000000003,0.0034803133150201376
2082,November,Weekday,902,4,12.087272727272726,3745.3324545454548,0.0032272896662626643
2083,November,Saturday,902,4,11.782500000000002,3297.2664999999997,0.0035734145238184426
2084,November,Sunday,902,4,11.8175,3159.7255,0.003740040076266119
2085,December,Weekday,902,4,13.315454545454545,3656.2970909090905,0.003641786817204132
2086,December,Saturday,902,4,12.304,3359.952,0.00366195707557727
2087,December,Sunday,902,4,12.77,3178.9335,0.004017070504935067
2088,January,Weekday,601,4,0.7200000000000002,4184.594857142858,0.00017205966756160453
2089,January,Saturday,601,4,0.72,3651.1510000000007,0.00019719808904096266
2090,January,Sunday,601,4,0.72,3419.4950000000003,0.00021055740686855805
2091,February,Weekday,601,4,0.7200000000000002,4171.2645,0.00017260952883711884
2092,February,Saturday,601,4,0.72,3715.8010000000004,0.00019376710432017212
2093,February,Sunday,601,4,0.72,3496.3305,0.00020593018880795164
2094,March,Weekday,601,4,0.7200000000000003,4041.529217391304,0.00017815038844745518
2095,March,Saturday,601,4,0.72,3603.2924999999996,0.00019981725047300491
2096,March,Sunday,601,4,0.72,3396.9224999999997,0.00021195655773718712
2097,April,Weekday,601,4,0.7200000000000002,3991.495952380952,0.00018038349746302905
2098,April,Saturday,601,4,0.72,3470.744,0.00020744831655691113
2099,April,Sunday,601,4,0.72,3257.779,0.00022100946687912223
2100,May,Weekday,601,4,0.7200000000000002,4059.4851818181814,0.00017736239147386743
2101,May,Saturday,601,4,0.72,3687.4035,0.00019525934712596546
2102,May,Sunday,601,4,0.72,3355.042,0.00021460238053651787
2103,June,Weekday,601,4,0.7200000000000002,4389.824727272728,0.00016401566001641153
2104,June,Saturday,601,4,0.72,3868.5740000000005,0.00018611509047002846
2105,June,Sunday,601,4,0.72,3590.7050000000004,0.00020051772562769703
2106,July,Weekday,601,4,0.7200000000000002,4391.234047619047,0.0001639630209167258
2107,July,Saturday,601,4,0.72,3961.4300000000003,0.000181752548953282
2108,July,Sunday,601,4,0.72,3769.755,0.00019099384442755564
2109,August,Weekday,601,4,0.7200000000000003,4299.501869565218,0.0001674612598953956
2110,August,Saturday,601,4,0.72,4029.3799999999997,0.00017868754001856366
2111,August,Sunday,601,4,0.72,3807.8765,0.00018908176249938778
2112,September,Weekday,601,4,0.7200000000000002,4062.828636363636,0.00017721643328880924
2113,September,Saturday,601,4,0.72,3794.6635000000006,0.0001897401442842033
2114,September,Sunday,601,4,0.72,3465.139,0.00020778387245071553
2115,October,Weekday,601,4,0.7200000000000002,3871.971952380952,0.00018595176020251333
2116,October,Saturday,601,4,0.72,3442.8710000000005,0.00020912778898773724
2117,October,Sunday,601,4,0.72,3224.9970000000003,0.00022325602163350848
2118,November,Weekday,601,4,0.7200000000000002,3745.3324545454548,0.00019223927614922014
2119,November,Saturday,601,4,0.72,3297.2664999999997,0.000218362695281076
2120,November,Sunday,601,4,0.72,3159.7255,0.00022786789548649082
2121,December,Weekday,601,4,0.7200000000000002,3656.2970909090905,0.00019692054067219729
2122,December,Saturday,601,4,0.72,3359.952,0.00021428877555393645
2123,December,Sunday,601,4,0.72,3178.9335,0.00022649105431113924
2124,January,Weekday,602,4,23.52999999999999,4184.594857142858,0.005623005524617433
2125,January,Saturday,602,4,23.53,3651.1510000000007,0.006444543104352571
2126,January,Sunday,602,4,23.53,3419.4950000000003,0.006881133032801627
2127,February,Weekday,602,4,23.52999999999999,4171.2645,0.005640975296579727
2128,February,Saturday,602,4,23.53,3715.8010000000004,0.0063324166175745145
2129,February,Sunday,602,4,23.53,3496.3305,0.006729912975904309
2130,March,Weekday,602,4,23.529999999999987,4041.529217391304,0.0058220536669008555
2131,March,Saturday,602,4,23.53,3603.2924999999996,0.006530138755041397
2132,March,Sunday,602,4,23.53,3396.9224999999997,0.006926858060494463
2133,April,Weekday,602,4,23.52999999999999,3991.495952380952,0.005895032910145931
2134,April,Saturday,602,4,23.53,3470.744,0.00677952623414461
2135,April,Sunday,602,4,23.53,3257.779,0.007222712160646871
2136,May,Weekday,602,4,23.529999999999987,4059.4851818181814,0.005796301488027913
2137,May,Saturday,602,4,23.53,3687.4035,0.006381183941491622
2138,May,Sunday,602,4,23.53,3355.042,0.007013325019478147
2139,June,Weekday,602,4,23.529999999999987,4389.824727272728,0.005360122889147445
2140,June,Saturday,602,4,23.53,3868.5740000000005,0.006082344553833014
2141,June,Sunday,602,4,23.53,3590.7050000000004,0.006553030672249599
2142,July,Weekday,602,4,23.52999999999999,4391.234047619047,0.005358402614125771
2143,July,Saturday,602,4,23.53,3961.4300000000003,0.005939774273431564
2144,July,Sunday,602,4,23.53,3769.755,0.006241784943583867
2145,August,Weekday,602,4,23.529999999999987,4299.501869565218,0.005472727007414799
2146,August,Saturday,602,4,23.53,4029.3799999999997,0.0058396080786622265
2147,August,Sunday,602,4,23.53,3807.8765,0.006179297043903604
2148,September,Weekday,602,4,23.529999999999987,4062.828636363636,0.005791531493452331
2149,September,Saturday,602,4,23.53,3794.6635000000006,0.006200813326399033
2150,September,Sunday,602,4,23.53,3465.139,0.006790492387174079
2151,October,Weekday,602,4,23.52999999999999,3871.971952380952,0.006077006829951577
2152,October,Saturday,602,4,23.53,3442.8710000000005,0.006834412326224246
2153,October,Sunday,602,4,23.53,3224.9970000000003,0.0072961308181061875
2154,November,Weekday,602,4,23.529999999999987,3745.3324545454548,0.00628248634415437
2155,November,Saturday,602,4,23.53,3297.2664999999997,0.007136214194394054
2156,November,Sunday,602,4,23.53,3159.7255,0.007446849417773791
2157,December,Weekday,602,4,23.529999999999987,3656.2970909090905,0.006435472669467776
2158,December,Saturday,602,4,23.53,3359.952,0.007003076234422396
2159,December,Sunday,602,4,23.53,3178.9335,0.007401853483251537
2160,January,Weekday,101,5,0.6928571428571428,4274.645095238095,0.00016208530238661864
